"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT5G54440","AtTRS130|CLUB|TRAPPC10|TRS130","0.0991033295","0.2362924758","0.5428403953"
"AT2G35690","ACX5","0.2235190374","0.2364846112","0.5430371592"
"AT3G57430","OTP84","0.2565075278","0.2365854218","0.543073018"
"AT3G62700","ABCC14|ATMRP10|MRP10","-0.1303429694","0.2378761063","0.5446173479"
"AT3G04520","THA2","-0.1174169025","0.238573075","0.5455238334"
"AT2G04030","AtHsp90.5|AtHsp90C|CR88|EMB1956|Hsp88.1|HSP90.5|HSP90C","0.1467759367","0.2392669201","0.5465195917"
"AT1G26960","AtHB23|HB23","-0.2135611844","0.2396320923","0.546957373"
"AT3G55610","P5CS2","-0.103855883","0.2397148264","0.546957373"
"AT2G38020","EMB258|MAN|VCL1|VPS16","0.0829292663","0.2400734746","0.5473401452"
"AT1G79810","ATPEX2|PEX2|TED3","0.0775669144","0.2401874301","0.5475457391"
"AT5G19040","ATIPT5|IPT5","0.2712400568","0.2402909207","0.5476332087"
"AT3G02540","RAD23-3|RAD23C","-0.0844497381","0.2403936638","0.5477710134"
"AT1G44100","AAP5","0.1460118925","0.2406873486","0.5480973489"
"AT3G52590","EMB2167|ERD16|HAP4|UBQ1","0.1227549788","0.2407388266","0.548165619"
"AT1G24170","GATL8|LGT9","0.1192340317","0.2410307829","0.5485854594"
"AT3G12690","AGC1.5","0.1595170035","0.2416101544","0.5494626933"
"AT3G04740","ATMED14|MED14|SWP","-0.0923129366","0.2418122892","0.5497262616"
"AT4G24570","DIC2|UCP4","0.4397232809","0.2419969791","0.5498519848"
"AT4G12620","ATORC1B|ORC1B|UNE13","0.2098388594","0.242294872","0.5501856485"
"AT2G26460","SMU2","-0.0962173321","0.2429202733","0.5508209095"
"AT5G04230","ATPAL3|PAL3","-0.333014213","0.2432839526","0.5511208134"
"AT1G73177","APC13|BNS","0.1874827071","0.2434992143","0.5513981321"
"AT2G27450","ATNLP1|CPA|NLP1","0.0749945029","0.2440426452","0.5521367347"
"AT1G22275","ZYP1|ZYP1b","-0.2802768636","0.2441694897","0.5522783331"
"AT1G06080","ADS1|AtADS1","-0.4064225511","0.2445617045","0.552771365"
"AT3G07160","ATGSL10|CALS9|gsl10|GSL10","0.0923474537","0.2446278038","0.552771365"
"AT1G05385","LPA19|Psb27-H1","-0.1686652827","0.244654512","0.552771365"
"AT2G43130","ARA-4|ARA4|ATRAB11F|ATRABA5C|RABA5C","-0.0951954294","0.245236219","0.5535617132"
"AT1G75450","ATCKX5|ATCKX6|CKX5","-0.2568907057","0.2455694152","0.5540195495"
"AT3G02180","SP1L3","-0.1608110491","0.246967486","0.5558948587"
"AT4G04920","AtSFR6|GLH2|IEN1|MED16|SFR6|YID1","0.0905014135","0.2475414866","0.5565481725"
"AT5G04470","SIM","-0.2006164461","0.2496583186","0.5588926961"
"AT1G12350","ATCOAB|COAB","0.175508282","0.2497826793","0.5590458363"
"AT5G65020","ANNAT2|AtANN2","-0.1119689285","0.2498543737","0.5590861625"
"AT1G04270","RPS15","0.1511894081","0.2508977675","0.560290005"
"AT1G17470","ATDRG|ATDRG1|DRG1|Drg1-2","0.0601059919","0.2509775527","0.5603209559"
"AT1G50500","ATVPS53|HIT1|VPS53","0.0730904803","0.251167924","0.5605702298"
"AT3G63530","BB|BB2|CTL19|EOD1","0.1149240254","0.2511771463","0.5605702298"
"AT4G39990","ATGB3|ATRAB11G|ATRABA4B|RABA4B","0.0847701365","0.2517943733","0.5614563123"
"AT5G05690","CBB3|CPD|CYP90|CYP90A|CYP90A1|DWF3","-0.1448453636","0.2528370796","0.5632239593"
"AT5G17870","PSRP6","0.2873973802","0.2542144145","0.5648766137"
"AT5G28540","BIP1","-0.1586938165","0.2550636608","0.5660686445"
"AT1G66050","ORTH5|VIM2","-0.239472053","0.2553526351","0.5663693015"
"AT3G47750","ABCA4|ATATH3","0.7138854036","0.2556417208","0.566635432"
"AT1G69620","RPL34","0.1276322344","0.2564978574","0.5674536092"
"AT1G07745","ATRAD51D|RAD51D|SSN1","0.1299005919","0.2565118676","0.5674536092"
"AT5G03860","MLS","-0.3518750587","0.2577135077","0.5686869646"
"AT4G15490","UGT84A3","-0.6291066634","0.2577803724","0.5686869646"
"AT4G00020","BRCA2(IV)|BRCA2A|EDA20|MEE43","0.1921694374","0.2588929876","0.569859582"
"AT5G55630","ATKCO1|ATTPK1|KCO1|TPK1","-0.0933678925","0.2592093227","0.5701499357"
"AT3G59400","GUN4","0.4353772615","0.2596523506","0.5707846964"
"AT3G10920","ATMSD1|AtSOD1|MEE33|MSD1","0.0870763973","0.2597901295","0.5709290182"
"AT1G15750","TPL|WSIP1","0.0860000426","0.2598293574","0.5709290182"
"AT5G01400","ESP4","-0.1098350118","0.260068883","0.5712643331"
"AT4G31400","AtCTF7|CTF7|ECO1","0.1987212847","0.2602206116","0.5714381916"
"AT3G16410","NSP4","0.4119420707","0.260394274","0.5716835887"
"AT1G06290","ACX3|ATACX3","-0.1019315649","0.2607771436","0.5723063324"
"AT1G22020","SHM6","0.0809066153","0.2607863042","0.5723063324"
"AT2G38440","ATSCAR2|DIS3|ITB1|SCAR2|WAVE4","0.0951718343","0.2609821179","0.572567174"
"AT3G07630","ADT2|AtADT2","0.0888206618","0.2613912101","0.5731320901"
"AT3G59760","ATCS-C|OASC","0.0920800738","0.2616623621","0.5733814806"
"AT5G22650","ATHD2|ATHD2B|HD2|HD2B|HDA4|HDT02|HDT2","0.096033655","0.2624579426","0.5746333864"
"AT5G57930","APO2|emb1629","0.1311133953","0.2632812375","0.575741423"
"AT3G54260","TBL36","0.1759164633","0.2633523147","0.5758254032"
"AT3G27560","ATN1","-0.133868581","0.2650022382","0.577806454"
"AT1G60660","ATCB5LP|B5|CB5LP","0.1408385537","0.2652161789","0.5778911407"
"AT1G68310","AE7","0.1024721114","0.2652535795","0.5779232479"
"AT3G18660","GUX1|PGSIP1","0.2975084972","0.2653920515","0.5781144672"
"AT2G30950","FTSH2|VAR2","0.1520915997","0.2654320365","0.5781144672"
"AT1G24180","IAR4","0.0866765573","0.2655205963","0.5781542691"
"AT1G34460","CYC3|CYCB1;5","-0.3135457921","0.2656951625","0.5782117118"
"AT3G30775","AT-POX|ATPDH|ATPOX|ERD5|PDH1|PRO1|PRODH","0.2643455111","0.2659005898","0.578393895"
"AT3G43920","ATDCL3|DCL3","-0.1594436592","0.2665673724","0.5794488372"
"AT1G10560","ATPUB18|PUB18","-0.260306476","0.267465245","0.5804690911"
"AT3G18630","ATUNG|UNG","0.186917116","0.2674920315","0.5804690911"
"AT5G46570","BSK2","0.146578171","0.2680653198","0.5811690778"
"AT1G31180","ATIMD3|IMD3|IPMDH1","0.1238430206","0.2689584206","0.5821154238"
"AT4G27230","HTA2","0.1196570199","0.2698050156","0.5830991785"
"AT4G05420","DDB1A","0.0824473012","0.2699195781","0.5830991785"
"AT4G37010","CEN2|CML19","-0.2945504463","0.2705698754","0.5839087973"
"AT4G31750","WIN2","-0.103532711","0.2705885304","0.5839087973"
"AT2G48010","RKF3","-0.1548009379","0.2708361422","0.5842596437"
"AT5G45710","AT-HSFA4C|HSFA4C|RHA1","-0.112579197","0.2708427715","0.5842596437"
"AT4G29510","ATPRMT11|ATPRMT1B|PRMT11|PRMT1B","0.1045107836","0.2716471803","0.5851032105"
"AT4G21600","ENDO5","0.0880332591","0.2716698137","0.5851032105"
"AT3G15580","APG8H|ATG8I","-0.1846046131","0.2720977931","0.585522287"
"AT4G35090","CAT2","-0.1490255079","0.2728612805","0.586248528"
"AT2G38270","ATGRX2|AtGRXS16|CXIP2","-0.0997104115","0.2731458323","0.5864605457"
"AT5G62880","ARAC10|ATRAC10|ATROP11|RAC10|ROP11","-0.0866447207","0.2738959429","0.5874168351"
"AT2G42890","AML2|ML2","-0.1488839755","0.2742805759","0.5877873156"
"AT5G42790","ARS5|ATPSM30|PAF1","0.0718047583","0.274322198","0.5877873156"
"AT5G17490","AtRGL3|RGL3","0.1620577471","0.2745806651","0.5878944079"
"AT5G25380","CYCA2;1","0.2066915666","0.2745921846","0.5878944079"
"AT2G45770","CPFTSY|FRD4","0.1149572628","0.2748716483","0.5881243004"
"AT3G22425","HISN5A|IGPD","0.0899456697","0.2752590465","0.5884224991"
"AT1G78900","VHA-A","-0.0676854719","0.27583637","0.5891711044"
"AT2G28900","ATOEP16-1|ATOEP16-L|OEP16|OEP16-1","0.1446837228","0.2760207653","0.5893918313"
"AT3G01540","ATDRH1|DRH1|IRP6|RH14","-0.1063300914","0.2762002107","0.5893918313"
"AT5G61960","AML1|ML1","-0.0747133246","0.2763353849","0.5894074684"
"AT3G08940","LHCB4.2","-0.2835830661","0.2763728799","0.5894074684"
"AT3G60720","PDLP8","0.1843855952","0.276650237","0.5896537444"
"AT3G60190","ADL1E|ADL4|ADLP2|DL1E|DRP1E|EDR3","-0.1023390049","0.2769267777","0.5899959706"
"AT5G24400","EMB2024|PGL3","-0.0763341703","0.2774472995","0.5903970031"
"AT4G32520","AtSHMT3|SHM3","0.1077826941","0.2786893808","0.592168486"
"AT4G10040","CYTC-2","0.2050542227","0.2787495789","0.592247043"
"AT5G62470","ATMYB96|MYB96|MYBCOV1","-0.4620421728","0.2793276067","0.5926168854"
"AT2G37250","ADK|ATPADK1","0.0672012368","0.2793420012","0.5926168854"
"AT3G46000","ADF2","-0.1232809855","0.2796104139","0.5928410388"
"AT4G35450","AFT|AKR2|AKR2A","0.0756195785","0.279950047","0.5933144626"
"AT1G37130","ATNR2|B29|CHL3|NIA2|NIA2-1|NR|NR2","-0.194928302","0.2803546072","0.5937277222"
"AT3G52190","AtPHF1|PHF1","-0.1123507878","0.2804217762","0.5937713377"
"AT3G11520","CYC2|CYCB1;3","0.2055595317","0.2805191241","0.5939214574"
"AT3G48780","ATSPT1|SPT1","-0.0986576155","0.2805803567","0.5939591479"
"AT3G57090","BIGYIN|FIS1A","0.0855202369","0.2812792451","0.5947966655"
"AT3G50070","CYCD3;3","0.1084013783","0.2821226126","0.5952435373"
"AT5G61780","AtTudor2|TSN2|Tudor2","0.0888783841","0.282442815","0.5954300866"
"AT2G18040","PIN1AT","0.0815264235","0.2829925084","0.5961318479"
"AT4G12420","SKU5","0.1479331818","0.2830989336","0.5962587102"
"AT1G16300","GAPCP-2","0.1410529657","0.2831164878","0.5962587102"
"AT5G53560","ATB5-A|ATCB5-E|B5|CB5-E","0.0929924083","0.2835090404","0.596937532"
"AT2G26350","ATPEX10|PEX10","-0.0853991761","0.2838006525","0.5972611325"
"AT1G79670","RFO1|WAKL22","-0.1094694904","0.2839016979","0.5973777246"
"AT2G38810","H2A.Z|HTA8","0.1549825072","0.2841058277","0.5975033317"
"AT3G20120","CYP705A21","-0.0920038529","0.2850203417","0.5987352672"
"AT5G08020","ATRPA70B|RPA1B|RPA70B","0.2150277106","0.285337473","0.5990222195"
"AT5G43010","RPT4A","0.1040933566","0.2860880195","0.5997428529"
"AT5G24910","CYP714A1|ELA1","-0.2175804923","0.2864542947","0.6001652922"
"AT3G24300","AMT1;3|ATAMT1;3","-0.2791590447","0.2865372676","0.6002898076"
"AT5G17400","ER-ANT1","0.1037367594","0.2870628979","0.6008972802"
"AT3G44340","CEF","0.0881515747","0.2872366341","0.6010949924"
"AT4G13980","AT-HSFA5|HSFA5","0.0842103024","0.2872516465","0.6010949924"
"AT4G30610","BRS1|SCPL24","-0.2156449372","0.2878152095","0.6016964092"
"AT3G25070","AtRIN4|RIN4","-0.1073251612","0.2878557109","0.6017170779"
"AT5G57800","CER3|FLP1|WAX2|YRE","-0.1815762916","0.2879485186","0.6017454193"
"AT5G05970","NEDD1","0.0895542577","0.2880345833","0.601745662"
"AT3G14010","CID4","-0.106371289","0.288315044","0.6020160704"
"AT5G34940","AtGUS3|GUS3","0.2102841805","0.2884828044","0.6022259974"
"AT5G25150","TAF5","0.0851087559","0.2885243072","0.6022259974"
"AT1G71270","ATVPS52|POK|TTD8|VPS52","0.0934110452","0.2887260606","0.6023586338"
"AT3G49920","ATVDAC5|VDAC5","-0.1440246983","0.2887532191","0.6023586338"
"AT2G22640","ATBRK1|BRK1|HSPC300","0.0976270538","0.2888158788","0.6024400587"
"AT1G64770","NDF2|NDH45|PnsB2","0.7212421311","0.288857932","0.6024685267"
"AT3G60970","ABCC15|ATMRP15|MRP15","-0.6364136269","0.288940311","0.6025024575"
"AT2G42740","RPL16A","0.1063831044","0.2893470948","0.6030054944"
"AT1G52260","ATPDI3|ATPDIL1-5|PDI3|PDIL1-5","0.1928264103","0.2895096296","0.6031568179"
"AT1G23080","ATPIN7|PIN7","0.1347019886","0.2897417394","0.6033840961"
"AT1G55940","CYP708A1","-0.6128513766","0.2899538106","0.6035299806"
"AT1G28560","SRD2","-0.1811707565","0.2906452685","0.6044264787"
"AT1G73670","ATMPK15|MPK15","-0.1004820331","0.291274294","0.6052360241"
"AT2G17640","ATSERAT3;1|SAT-106","-0.12015455","0.2917180067","0.6056200728"
"AT3G20210","AEP4|DELTA-VPE|DELTAVPE","-0.8430185565","0.2918171179","0.6056778895"
"AT4G27180","ATK2|KATB","0.0941810344","0.2918917179","0.6057416685"
"AT2G18050","HIS1-3|HON3","-0.4115075469","0.2920356675","0.6059028382"
"AT5G20570","ATRBX1|HRT1|RBX1|ROC1","0.0732968222","0.2920443125","0.6059028382"
"AT5G03910","ABCB29|ATATH12|ATH12","0.0980984939","0.2922224921","0.6060752484"
"AT4G22880","ANS|LDOX|TDS4|TT18","1.1083150759","0.2922715107","0.6060929019"
"AT5G61930","APO3","-0.1028095273","0.2922979737","0.6060929019"
"AT5G67300","ATMYB44|ATMYBR1|MYB44|MYBR1","-0.1384114938","0.2928381835","0.6066763703"
"AT4G05120","ATENT3|ENT3|FUR1","0.156254405","0.2933275777","0.6072201205"
"AT1G47600","BGLU34|TGG4","-0.4535511715","0.2933460446","0.6072201205"
"AT5G16970","AER|AT-AER","-0.2934110241","0.2934748895","0.6072896228"
"AT4G01680","AtMYB55|MYB55","0.218792053","0.2935157596","0.6073249078"
"AT5G16260","ELF9|RRM","0.069782377","0.2938142258","0.607695906"
"AT2G39450","ATMTP11|MTP11","0.1159989684","0.2941661496","0.6080204271"
"AT1G30040","ATGA2OX2|GA2OX2","0.3413181509","0.2946254136","0.608571435"
"AT1G17190","ATGSTU26|GSTU26","-0.1805435984","0.2948794325","0.6088619136"
"AT2G04630","NRPB6B|NRPE6B","0.1403337725","0.2951113419","0.6091434466"
"AT2G28190","AtSOD2|CSD2|CZSOD2|SOD2","0.1576856483","0.2956951782","0.6097069104"
"AT5G64813","LIP1","-0.0565012542","0.296015855","0.6101707574"
"AT5G20010","ATRAN1|RAN-1|RAN1","-0.0598060227","0.2961397643","0.610179532"
"AT4G30870","ATMUS81|MUS81","0.1258320069","0.2971326913","0.6112375443"
"AT1G17290","AlaAT1","-0.1056609589","0.2972949722","0.6112731478"
"AT3G25100","CDC45","0.197515416","0.2974644996","0.6113282671"
"AT1G14850","NUP155","0.1050440251","0.2976960881","0.6116431197"
"AT2G41510","ATCKX1|CKX1","-0.1872063894","0.2978783568","0.6116814695"
"AT1G60140","ATTPS10|TPS10","-0.1378421586","0.2978891108","0.6116814695"
"AT3G28150","AXY4L|TBL22","0.3268197146","0.2982822717","0.6120715728"
"AT5G56740","HAC07|HAC7|HAG02|HAG2","0.095238554","0.2989336737","0.6128164344"
"AT2G07690","MCM5","0.1690529861","0.2990102632","0.6128289592"
"AT5G62540","UBC3","-0.14107993","0.2999641672","0.6140896295"
"AT5G23010","GSM1|IMS3|MAM1","-0.5190737912","0.3004620415","0.6147423523"
"AT3G12110","ACT11","0.2062607454","0.3005713858","0.6147767051"
"AT2G38960","AERO2|ERO2","0.1108535324","0.300651993","0.614806682"
"AT2G14740","ATVSR3|BP80-2;2|UXS2|VSR2;2|VSR3","0.0852761646","0.300831809","0.6148292294"
"AT1G79550","PGK|PGK3|PGKc","0.0970763064","0.3012820703","0.615305585"
"AT3G47620","AtTCP14|TCP14","0.1466838288","0.3016011527","0.6157106639"
"AT5G16600","AtMYB43|MYB43","0.1514801611","0.3017068767","0.6158296129"
"AT2G25710","HCS1","0.0919663113","0.301808928","0.6158296129"
"AT1G03680","ATHM1|ATM1|THM1|TRX-M1","-0.1489544461","0.3018267675","0.6158296129"
"AT3G44310","ATNIT1|NIT1|NITI","-0.1182881099","0.3018284835","0.6158296129"
"AT3G09820","ADK1|ATADK1","0.128163419","0.3018862245","0.6158981399"
"AT3G03900","APK3","0.1104213193","0.30200649","0.6159728656"
"AT5G67560","ARLA1D|ATARLA1D","-0.0784137329","0.3024640154","0.6163372065"
"AT1G55860","UPL1","-0.0944943762","0.3025698171","0.6164050174"
"AT2G37340","AT-RS2Z33|ATRSZ33|RS2Z33|RSZ33","-0.0993796083","0.3032741369","0.6171003066"
"AT4G37050","AtPLAIVC|PLA|PLAIII{beta}|PLP4","-0.6880387465","0.3034786058","0.6173193053"
"AT4G23650","AtCDPK6|CDPK6|CPK3","-0.057549638","0.3036056409","0.6173314699"
"AT5G02310","GED1|PRT6","0.0872749019","0.3038215325","0.6175242277"
"AT3G28860","ABCB19|ATABCB19|ATMDR1|ATMDR11|ATPGP19|MDR1|MDR11|PGP19","0.1583417603","0.3040496387","0.6177416485"
"AT3G20110","CYP705A20","-0.2762791345","0.3042519776","0.617857353"
"AT5G48670","AGL80|FEM111","0.2776098422","0.3044936867","0.6181512757"
"AT4G11370","RHA1A","-0.2199739108","0.304981005","0.6183281427"
"AT1G65840","ATPAO4|PAO4","0.1609421823","0.3049872478","0.6183281427"
"AT1G23900","GAMMA-ADAPTIN|Gamma-ADR","0.1083415038","0.3057891865","0.6193020395"
"AT3G06110","ATMKP2|DSPTP1B|MKP2","0.1233493827","0.3061413465","0.6196738622"
"AT4G30860","ASHR3|SDG4","0.1522908972","0.3065308797","0.6202046311"
"AT1G65260","IM30|PTAC4|VIPP1","0.0837671595","0.3070080288","0.6205702408"
"AT1G06400","ARA-2|ARA2|ATRAB11E|ATRABA1A","-0.0914332882","0.3070294645","0.6205702408"
"AT4G02460","AtPMS1|PMS1","0.1057016317","0.3071707945","0.6206684943"
"AT1G55350","ATDEK1|DEK1|EMB1275|EMB80","0.1187185654","0.3076599071","0.6210602517"
"AT4G01320","ATSTE24|STE24","0.0796456955","0.3079797616","0.6212273191"
"AT5G25900","ATKO1|CYP701A3|GA3","0.1316231459","0.3080029313","0.6212273191"
"AT1G18250","ATLP-1","0.2351707463","0.3080077539","0.6212273191"
"AT2G43750","ACS1|ATCS-B|CPACS1|OASB","-0.0938462052","0.308496889","0.6217442437"
"AT4G11150","emb2448|TUF|TUFF|VHA-E1|VHAE1","-0.0791575024","0.3095037869","0.6227197632"
"AT1G05180","AXR1","0.0564203894","0.3097709342","0.622880976"
"AT3G53420","AtPIP2;1|PIP2|PIP2;1|PIP2A","0.1956074831","0.3097793418","0.622880976"
"AT5G24300","ATSS1|SS1","0.1308222013","0.30982166","0.6229169442"
"AT1G16920","ATRABA1B|BEX5|RAB11|RABA1b","0.087675679","0.3102275878","0.623517333"
"AT3G62390","TBL6","0.0924571725","0.3103120756","0.623517333"
"AT3G11940","AML1|ATRPS5A|RPS5A","0.0947099768","0.3106596535","0.6236652088"
"AT2G29540","ATRPAC14|ATRPC14|RPC14","0.1283854335","0.3108544319","0.6239110756"
"AT2G30390","ATFC-II|FC-II|FC2","0.1547852054","0.3118759818","0.6254198808"
"AT2G31650","ATX1|SDG27","0.1406135504","0.3126254292","0.626100388"
"AT2G35620","FEI2","0.1109062105","0.3129521889","0.6265507401"
"AT1G12060","ATBAG5|BAG5","-0.1497719515","0.3132183043","0.6265880971"
"AT1G31160","HINT","0.1182223261","0.3134008105","0.6266237433"
"AT1G14290","AtSBH2|SBH2","0.1566015364","0.3136614381","0.6269264332"
"AT1G69600","ATHB29|ZFHD1|ZHD11","-0.1759285826","0.3137755862","0.6269264332"
"AT5G43170","AZF3|ZF3","-0.2060701225","0.3138532279","0.6269545363"
"AT5G57450","ATXRCC3|XRCC3","-0.2001584837","0.3141189407","0.6271755997"
"AT1G14920","GAI|RGA2","0.1264396887","0.3144411553","0.6273874524"
"AT4G08900","ARGAH1","0.0928428274","0.3149527038","0.6280334747"
"AT1G03870","FLA9","-0.1754100913","0.3152530552","0.6285340842"
"AT1G33990","ATMES14|MES14","-0.0849859326","0.3155831834","0.6288026512"
"AT4G11820","FKP1|HMGS|MVA1","0.1370517696","0.3158467855","0.629003392"
"AT5G64200","At-SC35|ATSC35|SC35","0.0698221008","0.3160574451","0.629003392"
"AT1G23360","MENG","0.1301577733","0.3160646028","0.629003392"
"AT3G04810","ATNEK2|NEK2","-0.1200041143","0.3160992412","0.629003392"
"AT3G61430","ATPIP1|PIP1|PIP1;1|PIP1A","-0.2254782128","0.3167321652","0.629504763"
"AT4G26110","ATNAP1;1|NAP1;1","0.0801357703","0.3175569144","0.6301911793"
"AT2G31200","ADF6|ATADF6","0.1358339252","0.3181601233","0.6307788527"
"AT1G67740","PSBY|YCF32","0.3181401309","0.3182431595","0.6307963372"
"AT1G46264","AT-HSFB4|HSFB4|SCZ","0.1508939769","0.3197689294","0.6324050518"
"AT5G64370","BETA-UP|PYD3","-0.0858099854","0.3208645934","0.6338735107"
"AT3G51960","ATBZIP24|BZIP24","-0.2491724214","0.3214257733","0.634245037"
"AT4G36450","ATMPK14|MPK14","0.2989214702","0.3217162075","0.6345283796"
"AT4G03430","EMB2770|STA1","0.0979481037","0.3217872108","0.634564928"
"AT2G18250","ATCOAD|COAD","-0.1031474581","0.3218533015","0.634564928"
"AT4G01370","ATMPK4|MAPK4|MPK4","-0.0536342328","0.3228654973","0.6352955662"
"AT2G47580","U1A","0.0816189503","0.3233899815","0.6358860596"
"AT5G17290","APG5|ATATG5|ATG5","0.0892432259","0.3234045972","0.6358860596"
"AT5G55850","NOI","-0.0957437966","0.3235379343","0.6359752639"
"AT5G33320","ARAPPT|CUE1|NOX1|PPT","0.1234558059","0.3237083138","0.6361888843"
"AT1G16970","ATKU70|KU70","0.0978285974","0.3241156137","0.6365477869"
"AT1G10840","TIF3H1","0.0601598008","0.3241492594","0.6365648349"
"AT1G13950","ATELF5A-1|EIF-5A|EIF5A|ELF5A-1","-0.1466796244","0.3243687381","0.6368487013"
"AT2G46110","KPHMT1|PANB1","0.1612161696","0.3250337349","0.6372578338"
"AT1G17440","CKH1|EER4|TAF12B","-0.0964016931","0.3253849369","0.6375674419"
"AT3G26520","GAMMA-TIP2|SITIP|TIP1;2|TIP2","-0.2002015556","0.3255508863","0.637817787"
"AT4G02195","ATSYP42|ATTLG2B|SYP42|TLG2B","0.0865844839","0.3259041956","0.6381980988"
"AT4G39460","SAMC1|SAMT1","0.0894635518","0.3263940816","0.6387594054"
"AT1G15950","ATCCR1|CCR1|IRX4","0.1120188942","0.3271833084","0.6394220448"
"AT5G13740","ZIF1","-0.1489760063","0.3272002227","0.6394220448"
"AT5G40330","ATMYB23|ATMYBRTF|MYB23","-0.2099750579","0.3277785598","0.6401422884"
"AT2G39780","RNS2","-0.0934715665","0.3278356486","0.6401640674"
"AT1G17810","BETA-TIP|TIP3.2|TIP3;2","0.7570470904","0.3291289269","0.6416655324"
"AT1G33390","ATFAS4|FAS4","0.120164363","0.3292037932","0.6417049512"
"AT3G05840","ATSK12|SK12","0.0548002847","0.3292078777","0.6417049512"
"AT5G44750","ATREV1|REV1","0.1253766348","0.329286025","0.6417757107"
"AT1G70700","JAZ9|TIFY7","0.2391000724","0.3294301768","0.641806764"
"AT3G51895","AST12|SULTR3;1","-0.6880238644","0.3298143584","0.6424941944"
"AT5G27620","CYCH;1","0.1155639607","0.3299740806","0.6426241795"
"AT5G58310","ATMES18|MES18","0.5072936721","0.3303746287","0.6430864082"
"AT1G10630","ARFA1F|ATARFA1F","-0.0723557917","0.3303770453","0.6430864082"
"AT1G70940","ATPIN3|PIN3","0.146562776","0.3305803472","0.6431663954"
"AT3G16640","AtTCTP1|TCTP1","-0.074086707","0.3305853985","0.6431663954"
"AT3G22380","TIC","0.0758545933","0.3306014957","0.6431663954"
"AT5G15540","ATSCC2|EMB2773|SCC2","-0.0799474991","0.3307661791","0.6433653243"
"AT2G21470","ATSAE2|EMB2764|SAE2","0.0671599959","0.3313568761","0.6438979824"
"AT5G48150","PAT1","-0.1307939432","0.3313683161","0.6438979824"
"AT5G14950","ATGMII|GMII","0.0723403286","0.3317954199","0.6439207645"
"AT5G11270","OCP3","0.1174561769","0.3320955738","0.6441330397"
"AT1G02900","ATRALF1|RALF1|RALFL1","-0.2296042952","0.3324362131","0.6444505864"
"AT1G61215","BRD4","0.1175927417","0.3326962267","0.6448845973"
"AT5G48545","HINT3","0.1118200119","0.3335923325","0.645196323"
"AT4G11130","AtRDR2|RDR2|SMD1","0.141241608","0.3340820238","0.6455302737"
"AT5G64470","TBL12","0.0827990181","0.334141095","0.6455302737"
"AT1G26820","RNS3","0.2743244372","0.334183058","0.6455302737"
"AT1G78540","ATSHB|SHB|STATLB","0.1389942453","0.334267003","0.6455946101"
"AT1G23310","AOAT1|GGAT1|GGT1","-0.195065632","0.3354935462","0.6463631341"
"AT1G15820","CP24|LHCB6","0.2664333172","0.3358726781","0.6468339536"
"AT5G43980","PDLP1|PDLP1A","-0.3106630554","0.3360557055","0.6469909678"
"AT1G31650","ATROPGEF14|ROPGEF14","-0.1272815428","0.3363405492","0.6471972925"
"AT5G27640","ATEIF3B-1|ATTIF3B1|EIF3B|EIF3B-1|TIF3B1","0.0861776626","0.3366599452","0.6474275284"
"AT3G46550","FLA4|SOS5","0.1252178174","0.3368691606","0.6476279768"
"AT5G10480","PAS2|PEP|PEPINO","0.1164093614","0.3371696304","0.6478856193"
"AT4G21585","ENDO4","0.1293736419","0.3377190348","0.648558558"
"AT1G27140","ATGSTU14|GST13|GSTU14","0.3571814542","0.337749056","0.648558558"
"AT1G72770","AtHAB1|HAB1","0.0959397459","0.3379396168","0.6486100375"
"AT3G25230","ATFKBP62|FKBP62|ROF1","0.1109743979","0.3385982924","0.649302255"
"AT4G05520","ATEHD2|EHD2","0.1327827674","0.338795499","0.6494217135"
"AT3G50760","GATL2","-0.1880480964","0.3391356903","0.6498189604"
"AT5G49010","EMB2812|SLD5","0.1260815216","0.3391556485","0.6498189604"
"AT3G18750","ATWNK6|WNK6|ZIK5","0.1616482413","0.3394164698","0.6501721244"
"AT3G25540","LOH1","0.0935396715","0.3394873452","0.650259039"
"AT1G18600","AtPARL|ATRBL12|PARL|RBL12","-0.0834673117","0.3397122535","0.6505432249"
"AT1G27450","APT1|ATAPT1","0.0784338779","0.3403866195","0.6511523586"
"AT5G05940","ATROPGEF5|ROPGEF5","-0.1407696992","0.3404248757","0.6511523586"
"AT2G42580","TTL3|VIT","0.1199333992","0.340750199","0.6514544931"
"AT3G63140","CSP41A","-0.3712390038","0.341676059","0.6525395965"
"AT5G60300","DORN1|LecRK-I.9|P2K1","0.0726342584","0.3420161136","0.6530263252"
"AT4G16480","ATINT4|INT4","0.1418825539","0.3424133694","0.6533604798"
"AT5G50210","OLD5|QS|SUFE3","0.0952475125","0.3429805122","0.6540014517"
"AT3G12750","AtZIP1|ZIP1","0.1619270896","0.3430270971","0.6540014517"
"AT2G01340","At17.1","-0.2093449675","0.3431252201","0.6540824508"
"AT5G65060","AGL70|FCL3|MAF3","0.1015746258","0.3434369943","0.6545865556"
"AT1G23190","PGM3","-0.0799594909","0.3434410127","0.6545865556"
"AT4G17730","ATSYP23|SYP23","0.1159787323","0.344025088","0.6552589597"
"AT5G47320","RPS19","0.0734581043","0.3454788497","0.6565910053"
"AT2G34640","HMR|PAP5|PTAC12|TAC12","0.1139164524","0.3461100835","0.6572908779"
