"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT3G26690","ATNUDT13|ATNUDX13|NUDX13","-0.3535520718","0.001720054","0.0233659761"
"AT3G18610","ATNUC-L2|NUC-L2|NUC2|PARLL1","0.829876093","0.0017392189","0.0235861789"
"AT1G70300","KUP6","0.3047573206","0.0017611162","0.0237970012"
"AT1G74260","PUR4","0.334250095","0.0017860132","0.0240315383"
"AT5G16570","GLN1;4","0.7212524046","0.0017918843","0.024085116"
"AT3G59700","ATHLECRK|HLECRK|LecRK-V.5|LECRK1","-0.5963660519","0.001838054","0.0245748783"
"AT4G08870","ARGAH2","-1.4599883653","0.0019223674","0.0254367015"
"AT1G02950","ATGSTF4|GST31|GSTF4","0.9455278839","0.001949974","0.0256820436"
"AT3G62760","ATGSTF13","1.717339055","0.0019559751","0.025734496"
"AT1G22280","PAPP2C","-0.3046704584","0.0020007077","0.0261870953"
"AT2G29570","ATPCNA2|PCNA2","0.3598813975","0.0020102976","0.0262326347"
"AT5G27630","ACBP5|AtACBP5","0.7849924446","0.0020388822","0.0265106666"
"AT2G28860","CYP710A4","1.3902789677","0.0020438648","0.026521356"
"AT1G79440","ALDH5F1|ENF1|SSADH|SSADH1","-0.2737467106","0.0020722822","0.0267946508"
"AT3G12500","ATHCHIB|B-CHI|CHI-B|HCHIB|PR-3|PR3","-1.0191104188","0.0020742609","0.026796475"
"AT1G70580","AOAT2|GGT2","0.450578502","0.0020790956","0.0268012033"
"AT2G15310","ARFB1A|ATARFB1A","0.605146051","0.002082604","0.0268193112"
"AT4G03110","AtBRN1|AtRBP-DR1|BRN1|RBP-DR1","-0.2496816573","0.0020847616","0.0268200055"
"AT5G17020","ATCRM1|ATXPO1|HIT2|XPO1|XPO1A","0.266653875","0.0020882305","0.0268510846"
"AT3G14370","WAG2","-0.5917593671","0.002099921","0.026974199"
"AT3G54020","AtIPCS1","0.3710485212","0.0021120482","0.0270348061"
"AT3G14660","CYP72A13","-0.4576473019","0.0021696424","0.0275807864"
"AT5G52640","ATHS83|AtHsp90-1|ATHSP90.1|HSP81-1|HSP81.1|HSP83|HSP90.1","-0.5603517636","0.0021811813","0.0276420287"
"AT1G21270","WAK2","-1.1560759849","0.0021972204","0.0277900431"
"AT1G21410","SKP2A","-0.4612885169","0.0022456394","0.0282901748"
"AT1G55510","BCDH","-0.5427333497","0.0022477715","0.0283030507"
"AT2G02820","AtMYB88|MYB88","0.3767411099","0.0022516667","0.0283381034"
"AT5G05410","DREB2|DREB2A","-1.0876858982","0.0022584057","0.0284088941"
"AT1G24260","AGL9|SEP3","2.3131304839","0.0022847329","0.0286693505"
"AT3G19040","HAF2|TAF1|TAF1B","1.0906527518","0.0023525157","0.0293179107"
"AT3G29770","ATMES11|MES11","0.5650166333","0.0023629757","0.0294195086"
"AT4G04970","ATGSL01|ATGSL1|GSL01|GSL1","0.3068718814","0.0023794479","0.0295956896"
"AT3G63110","ATIPT3|IPT3","0.6451001835","0.0023975964","0.0297343935"
"AT5G52310","COR78|LTI140|LTI78|RD29A","-1.6968532925","0.0024382958","0.0301060215"
"AT1G48050","ATKU80|KU80","0.2533362255","0.0024393694","0.0301060215"
"AT2G18550","ATHB21|HB-2|HB21","-1.3170960814","0.0024420123","0.030120099"
"AT2G30550","DALL3","-0.5680488545","0.0024840079","0.030509265"
"AT5G58220","ALNS|TTL","-0.2408831876","0.0024995186","0.0306407329"
"AT3G48750","CDC2|CDC2A|CDC2AAT|CDK2|CDKA1|CDKA;1","-0.2253930014","0.0025086184","0.0307227432"
"AT4G39120","HISN7|IMPL2","0.3262908259","0.002574878","0.0313535048"
"AT1G10060","ATBCAT-1|BCAT-1|BCAT1","-1.8809683978","0.002578636","0.0313842773"
"AT2G24720","ATGLR2.2|GLR2.2","-1.829539623","0.0025940143","0.0314962749"
"AT1G48000","AtMYB112|MYB112","-1.0540483416","0.0026151596","0.0315755172"
"AT3G60140","BGLU30|DIN2|SRG2","-1.1236165391","0.0026777621","0.0321306252"
"AT3G07360","ATPUB9|PUB9","0.2855464156","0.0026911868","0.0322159062"
"AT4G35900","atbzip14|FD|FD-1","-0.4951910735","0.0027092396","0.0323864001"
"AT3G14720","ATMPK19|MPK19","0.234669081","0.0027142469","0.0324158625"
"AT4G09140","ATMLH1|MLH1","0.2500811925","0.0027690495","0.0329294239"
"AT2G32530","ATCSLB03|ATCSLB3|CSLB03","2.0372450063","0.0027819904","0.033008465"
"AT1G64930","CYP89A7","-1.038052736","0.0027843794","0.0330214441"
"AT3G05630","PDLZ2|PLDP2|PLDZETA2","-0.7408608838","0.0028275711","0.0333644018"
"AT5G10170","ATMIPS3|MIPS3","0.7479941358","0.0028289998","0.0333644018"
"AT3G13682","LDL2","0.4641183051","0.0028319453","0.0333689522"
"AT4G10710","SPT16","0.2113256951","0.0028362756","0.0334038589"
"AT2G24260","DROP1|LRL1","-0.4490283396","0.0028394996","0.0334263905"
"AT1G12430","ARK3|AtKINUa|PAK","0.3069532949","0.0028454792","0.0334504516"
"AT5G65280","GCL1","0.5619813738","0.0028627009","0.0335446448"
"AT3G22840","ELIP|ELIP1","1.7423980678","0.0028827703","0.0337333075"
"AT4G14660","NRPE7","0.3405803557","0.0028941957","0.0338359472"
"AT1G77760","GNR1|NIA1|NR1","0.6988594694","0.0029314493","0.0341618346"
"AT1G23820","SPDS1","0.2061639692","0.0029366071","0.0341906885"
"AT5G54800","ATGPT1|GPT1","0.2711114929","0.0029897656","0.0345960442"
"AT1G50840","POLGAMMA2|PolIA","0.3387782565","0.003043852","0.0350551666"
"AT1G15460","ATBOR4|BOR4","1.1479217816","0.0031444291","0.0358480154"
"AT5G43380","TOPP6","0.638563354","0.0031509025","0.0358480154"
"AT1G50030","TOR","0.2416810875","0.003203931","0.0363083704"
"AT3G44300","AtNIT2|NIT2","-0.9736823616","0.0032080984","0.0363394464"
"AT3G26060","ATPRX|PRXQ","0.8234594794","0.0032171713","0.0364260366"
"AT1G10450","SNL6","0.2870738018","0.0032569267","0.0367376902"
"AT5G14780","AtFDH1|FDH","-0.55788854","0.003315897","0.0372297413"
"AT4G00460","ATROPGEF3|ROPGEF3","-0.6924428646","0.0033317393","0.0373690315"
"AT2G38110","ATGPAT6|GPAT6","1.2758107625","0.0033716098","0.0377015081"
"AT4G11920","CCS52A2|FZR1","0.3188696529","0.0033736976","0.0377015081"
"AT1G77110","PIN6","1.9449101097","0.0033745668","0.0377015081"
"AT1G19300","ATGATL1|GATL1|GLZ1|PARVUS","0.5362551791","0.0033998331","0.0378389102"
"AT2G22430","ATHB6|HB6","-0.3208935908","0.003423669","0.0380212163"
"AT2G01180","ATLPP1|ATPAP1|LPP1|PAP1","-0.4098671236","0.0034777927","0.038404833"
"AT2G41370","BOP2","1.0573531885","0.0034968934","0.0385323202"
"AT1G73690","AT;CDKD;1|CAK3AT|CDKD1;1","0.6079164121","0.003517262","0.0387065808"
"AT2G02760","ATUBC2|UBC2","-0.3205243272","0.0035305426","0.0388192219"
"AT5G07290","AML4|ML4","-0.2918706507","0.0035383873","0.0388552106"
"AT2G34420","LHB1B2|LHCB1.5","1.4773838945","0.0035609615","0.039001224"
"AT4G18140","SSP4b","-0.328952843","0.0035796868","0.0391569514"
"AT5G65090","BST1|DER4|MRH3","-1.0451089407","0.0036044591","0.0392974215"
"AT5G23030","TET12","-1.3325845494","0.0036140722","0.0393588265"
"AT4G10340","LHCB5","1.0083241779","0.0036182089","0.0393588265"
"AT5G02620","ANK1|ATANK1","-0.3791401307","0.0036341484","0.0394816855"
"AT2G31660","EMA1|GIR1|SAD2|URM9","0.2671862333","0.0036545017","0.0396690013"
"AT5G11210","ATGLR2.5|GLR2.5","-0.8232356196","0.0037282586","0.0402468832"
"AT3G18524","ATMSH2|MSH2","0.4628501289","0.0037418932","0.0402917195"
"AT1G73730","AtEIL3|ATSLIM|EIL3|SLIM1","0.2652823088","0.0037444049","0.0403017462"
"AT4G18780","ATCESA8|CESA8|IRX1|LEW2","0.7322138938","0.0037569337","0.0403854532"
"AT2G22540","AGL22|FAQ1|SVP","-0.6611810371","0.003761924","0.0404101844"
"AT5G09900","EMB2107|MSA|RPN5A","0.2008750345","0.0037858952","0.040577031"
"AT1G77000","ATSKP2;2|SKP2B","-0.4717442506","0.003798619","0.0406621278"
"AT5G13000","ATGSL12|CALS3|gsl12|GSL12","0.355443038","0.0038977599","0.0413587522"
"AT3G55990","ESK1|TBL29|XOAT1","0.5063821516","0.0039213283","0.0415742327"
"AT1G77330","ACO5","-0.6628862919","0.0039306973","0.0416389363"
"AT3G14690","CYP72A15","-0.502305238","0.00393829","0.0416698554"
"AT5G23660","AtSWEET12|MTN3|SWEET12","-1.0017347011","0.0039385188","0.0416698554"
"AT1G77300","ASHH2|CCR1|CLI186|EFS|LAZ2|SDG8","0.2475452516","0.0040390823","0.0425572396"
"AT5G45340","CYP707A3","-0.5874168247","0.004101749","0.0429865988"
"AT4G28950","ARAC7|ATRAC7|ATROP9|RAC7|ROP9","0.6543717516","0.0041260138","0.0431699217"
"AT2G18700","ATTPS11|ATTPSB|TPS11","-0.4964633554","0.0041447334","0.0432769906"
"AT5G16270","ATRAD21.3|SYN4","0.2445356484","0.004165827","0.0434083595"
"AT5G27520","AtPNC2|PNC2","-0.2282300854","0.0041790851","0.043528722"
"AT3G01320","SNL1","-0.2346197966","0.0042014174","0.0436899437"
"AT4G39800","ATIPS1|ATMIPS1|MI-1-P|MIPS1","0.4666492977","0.0042306516","0.0439760108"
"AT1G13620","GLV5|RGF2","0.8200359229","0.0042845283","0.0443594765"
"AT1G64660","ATMGL|MGL","-0.545152867","0.0042956008","0.0444517972"
"AT5G54270","LHCB3|LHCB3*1","0.7747628647","0.0043051594","0.0445145796"
"AT1G09270","IMPA-4","-0.1676177403","0.0043195665","0.0446273531"
"AT4G01026","PYL7|RCAR2","-0.6371224181","0.0043746584","0.045141659"
"AT3G44110","ATJ|ATJ3|J3","-0.1771842521","0.0043937292","0.0452651746"
"AT4G03550","ATGSL05|ATGSL5|EED3|GSL05|GSL5|PMR4","0.3303926579","0.0043970474","0.0452665389"
"AT3G02230","ATRGP1|RGP1","-0.3416185391","0.0043974122","0.0452665389"
"AT2G35960","NHL12","0.8056404324","0.0045104251","0.0461318966"
"AT2G29410","ATMTPB1|MTP4|MTPB1","-0.9781081435","0.0045155959","0.0461662644"
"AT3G58190","ASL16|LBD29","1.2129251283","0.004647346","0.047191568"
"AT3G51850","CPK13","0.1988446716","0.0046532812","0.0472330273"
"AT4G35000","APX3","-0.2451546536","0.0047072772","0.0476483345"
"AT4G15340","04C11|ATPEN1|PEN1","0.8178107755","0.0047387902","0.0478722947"
"AT2G22780","PMDH1","-0.2635541007","0.004742712","0.047888074"
"AT1G65970","TPX2","-1.1119679943","0.0047522172","0.0478940844"
"AT5G52060","ATBAG1|BAG1","0.3304558301","0.0047962609","0.0482616659"
"AT5G47820","FRA1","0.2594472467","0.0048249233","0.0484926658"
"AT5G48180","AtNSP5|NSP5","-0.4484699226","0.0048653617","0.0487585633"
"AT5G09860","AtHPR1|AtTHO1|HPR1|THO1","0.2380085045","0.0048987297","0.0489834551"
"AT5G66880","SNRK2-3|SNRK2.3|SRK2I","-0.3199773829","0.004931067","0.0492103119"
"AT2G24180","CYP71B6","-0.4864848603","0.0049473289","0.0493305248"
"AT4G13930","SHM4","0.3551357677","0.0049946055","0.049592076"
"AT2G31190","RUS2|WXR1","0.268446588","0.0050269081","0.0498351874"
"AT3G04110","ATGLR1.1|GLR1|GLR1.1","-0.818282422","0.0050756478","0.0501846664"
"AT3G16260","TRZ4","0.319948908","0.0051983183","0.0509991231"
"AT4G31380","FLP1","-1.0946411814","0.0052399264","0.0513086189"
"AT3G07370","ATCHIP|CHIP","-0.2763218346","0.0053024048","0.0517076509"
"AT5G15210","ATHB30|HB30|ZFHD3|ZHD8","-0.4856027114","0.005376935","0.0522090971"
"AT1G54115","ATCCX4|CCX4|XS2","-0.195672552","0.0054007539","0.0523805337"
"AT5G03070","IMPA-9","0.3051026268","0.005441282","0.0526734279"
"AT5G08470","EMB2817|PEX1","-0.2522484657","0.0054535453","0.0527371859"
"AT2G41100","ATCAL4|CML12|TCH3","-0.8436486293","0.0054933033","0.0529558591"
"AT1G68740","PHO1;H1","0.9629202953","0.0055178829","0.0530924448"
"AT1G67370","ASY1|ATASY1","-1.1101100727","0.0055262777","0.0531531607"
"AT5G15250","ATFTSH6|FTSH6","-1.7805602898","0.0056018881","0.0536577545"
"AT3G20290","ATEHD1|EHD1","0.1946495648","0.0057198538","0.0544806991"
"AT4G03510","ATRMA1|RMA1","-0.4618154528","0.0057396471","0.0545811443"
"AT5G64300","ATGCH|ATRIBA1|GCH|RFD1|RIBA1","-0.2250667413","0.005784005","0.0548254865"
"AT1G23090","AST91|SULTR3;3","1.6812179385","0.0058152699","0.0550399965"
"AT1G74590","ATGSTU10|GSTU10","-0.6719161475","0.005841188","0.0552033398"
"AT2G27840","HD2D|HDA13|HDT04|HDT4","0.3628206087","0.0058597212","0.0553169826"
"AT5G20230","ATBCB|BCB|SAG14","-1.309196186","0.0058771183","0.0554457162"
"AT3G19170","ATPREP1|ATZNMP|PREP1","0.2964501284","0.0059276965","0.0556701309"
"AT5G47560","ATSDAT|ATTDT|TDT","-0.6422208822","0.0059345412","0.0556833229"
"AT1G23480","ATCSLA03|ATCSLA3|CSLA03|CSLA3","-0.4339069813","0.0059351422","0.0556833229"
"AT4G19710","AK-HSDH","0.2903044534","0.0059368398","0.0556833229"
"AT5G16910","ATCSLD2|CSLD2","-0.2604402192","0.0060817515","0.0566785451"
"AT2G03620","AtMGT3|AtMRS2-5|MGT3|MRS2-5","-0.2255067906","0.0060896061","0.0566895861"
"AT5G11860","SSP5","-0.1711842981","0.0061145227","0.0568178208"
"AT1G62380","ACO2|ATACO2","0.3772054006","0.0061433242","0.0569816221"
"AT1G35670","ATCDPK2|ATCPK11|CDPK2|CPK11","-0.3084970702","0.0061524493","0.0570271811"
"AT5G56290","ATPEX5|EMB2790|PEX5","0.1759581505","0.0061896113","0.0572651337"
"AT1G74960","ATKAS2|FAB1|KAS2","0.2432924525","0.006203053","0.0573302713"
"AT1G11840","ATGLX1|AtGLYI3|GLX1","0.2682329588","0.0063236953","0.0581469829"
"AT1G03900","ABCI18|ATNAP4|NAP4","-0.1647344554","0.006353154","0.0582917313"
"AT1G79560","EMB1047|EMB156|EMB36|FTSH12","0.3616169711","0.0063982468","0.058558398"
"AT1G53830","ATPME2|PME2","-0.7165537292","0.0064173179","0.0587114362"
"AT4G33200","ATXI-I|XI-15|XI-I","0.2113927265","0.006601042","0.0596855919"
"AT2G02850","ARPN","-1.2255887637","0.0066703238","0.0600989106"
"AT2G31900","ATMYO5|ATXIF|XIF","0.4484932564","0.0067027216","0.0602630446"
"AT4G20270","BAM3","0.3752991981","0.0067935937","0.0608440647"
"AT3G15360","ATHM4|ATM4|TRX-M4","-0.3605005019","0.0067984248","0.0608659531"
"AT3G63520","ATCCD1|ATNCED1|CCD1|NCED1","0.4393275882","0.0068418615","0.0611474885"
"AT1G46480","WOX4","0.9676038245","0.006875571","0.0613627267"
"AT5G53180","ATPTB2|PTB2","0.1887384592","0.0068933386","0.0614710756"
"AT1G17110","UBP15","0.2227622986","0.0070395643","0.0624054263"
"AT2G05070","LHCB2|LHCB2.2","1.1744915969","0.0070471117","0.0624054263"
"AT2G47400","CP12|CP12-1","-0.8605985435","0.0070579646","0.0624054263"
"AT4G00710","BSK3","0.2038439601","0.007058485","0.0624054263"
"AT1G04400","AT-PHH1|ATCRY2|CRY2|FHA|PHH1","-0.252659362","0.0070702184","0.0624225865"
"AT3G03710","PDE326|PNP|RIF10","0.3786102146","0.0071510862","0.0628153384"
"AT1G68010","ATHPR1|HPR","0.931820307","0.0071933271","0.0631324966"
"AT5G08550","ILP1","0.2621768047","0.0072132967","0.0632460393"
"AT3G55010","ATPURM|EMB2818|PUR5","0.3216597803","0.0072276292","0.0633299273"
"AT4G24120","ATYSL1|YSL1","1.4070366974","0.0072613521","0.0635598891"
"AT4G35640","ATSERAT3;2|SERAT3;2","1.0560594057","0.0072891993","0.0637174776"
"AT3G54660","ATGR2|EMB2360|GR|GR2|MIAO","0.1884042547","0.0074333411","0.0645800363"
"AT3G14850","TBL41","0.7873152431","0.0074336186","0.0645800363"
"AT1G27740","RSL4","-1.085471495","0.0075432874","0.0652163314"
"AT2G20580","ATRPN1A|RPN1A","0.2475511563","0.0075618487","0.0652258775"
"AT1G26260","CIB5","0.2917869344","0.0075903617","0.0653627294"
"AT5G09220","AAP2","0.6711181628","0.0076268439","0.0655882848"
"AT3G20050","ATTCP-1|CCT1|TCP-1","0.2067406352","0.0076902626","0.0658449683"
"AT5G57590","BIO1|BIO3","0.376979945","0.0077104506","0.0659513823"
"AT2G46650","ATCB5-C|B5|CB5-C|CYTB5-C","0.8180098488","0.0077183793","0.065997061"
"AT3G18730","BRU1|MGO3|RPL30|TSK","0.4803230934","0.0077494514","0.0662183348"
"AT2G35940","BLH1|EDA29","-0.653929205","0.0077607441","0.0662926142"
"AT4G03280","PETC|PGR1","0.8500701443","0.0078382124","0.0666862664"
"AT4G23270","CRK19","-0.3061482941","0.0078998273","0.0670761892"
"AT4G13830","DJC26|J20","-0.3980057635","0.0079111766","0.0671143309"
"AT1G31480","SGR2","-0.2633474759","0.0079122158","0.0671143309"
"AT5G44070","ARA8|ATPCS1|CAD1|PCS1","-0.3501680737","0.0080653864","0.0680964309"
"AT3G14570","ATGSL04|atgsl4|gsl04|GSL04|GSL4","0.4886193561","0.0080843866","0.068166564"
"AT3G02380","ATCOL2|BBX3|COL2","0.5330924803","0.008113284","0.0682349477"
"AT4G03330","ATSYP123|SYP123","-0.7536768087","0.0082240176","0.0688656819"
"AT5G48840","ATPTS|PANC|PTS","0.2600121374","0.0082299987","0.0688931412"
"AT2G04890","SCL21","0.2267522186","0.0082907981","0.0690981155"
"AT1G21750","ATPDI5|ATPDIL1-1|PDI5|PDIL1-1","-0.273100177","0.0083462616","0.0693653776"
"AT1G17650","AtGLYR2|GLYR2|GR2","0.446734349","0.0083582961","0.0694355365"
"AT5G54500","FQR1","-0.3414849951","0.0084051028","0.0696727283"
"AT4G37370","CYP81D8","-0.882025708","0.0084958604","0.0702850059"
"AT5G58010","DROP3|LRL3","-0.8794637124","0.0085019024","0.0702850059"
"AT1G05010","ACO4|EAT1|EFE","-0.6131309203","0.0085912322","0.0708013055"
"AT4G01840","ATKCO5|ATTPK5|KCO5|TPK5","-0.4128309609","0.0086104767","0.0708454128"
"AT4G21410","CRK29","0.2924137183","0.0086330525","0.0709624666"
"AT5G16760","AtITPK1|ITPK1","0.1760218352","0.0087687418","0.071738665"
"AT3G62690","ATL5","0.5480778599","0.0087767879","0.0717507339"
"AT4G36260","SRS2|STY2","1.2204511044","0.0087819808","0.0717701751"
"AT2G23810","TET8","-0.4917466637","0.0088109507","0.0719112035"
"AT2G34520","RPS14","0.201386719","0.0088507591","0.072193428"
"AT4G27650","PEL1","-0.2162396114","0.0088905168","0.0724250471"
"AT3G60740","CHO|EMB133|TFC|TTN1","0.2698831753","0.0090581469","0.0735321966"
"AT2G38230","ATPDX1.1|PDX1.1","-0.5905636673","0.0090961427","0.0737417782"
"AT1G11600","CYP77B1","-1.3093643237","0.0091769576","0.074166106"
"AT1G45050","ATUBC2-1|UBC15","-0.2054275672","0.0092579099","0.0746547081"
"AT4G14940","AO1|ATAO1|CuAOβ","0.4546271922","0.0092911667","0.0747573902"
"AT5G01770","ATRAPTOR1A|RAPTOR1A|RAPTOR2","0.3804044417","0.0093960281","0.0754107414"
"AT2G26710","BAS1|CYP72B1|CYP734A1","-0.3661971648","0.0094017454","0.0754277807"
"AT4G30120","ATHMA3|HMA3","-0.8193267946","0.0094159629","0.0754519867"
"AT3G06650","ACLB-1","0.1739976637","0.0094392729","0.0754795584"
"AT5G24850","CRY3","0.7905561726","0.0094401252","0.0754795584"
"AT2G47730","ATGSTF5|ATGSTF8|GST6|GSTF8","-0.3307452092","0.0094781619","0.0756488818"
"AT4G00630","ATKEA2|KEA2","0.2755912927","0.009516493","0.0758535544"
"AT5G03280","ATEIN2|CKR1|EIN2|ERA3|ORE2|ORE3|PIR2","0.2303247606","0.0095489589","0.0760160327"
"AT3G44900","ATCHX4|CHX4","-1.668118238","0.0096141807","0.0762970372"
"AT2G27490","ATCOAE","0.2515673371","0.0096732969","0.0765279938"
"AT5G40200","DEG9|DegP9","0.2023222577","0.0097724208","0.0771446394"
"AT4G17230","SCL13","-0.3477601982","0.0100621108","0.078627051"
"AT2G36960","TKI1","-0.1975700101","0.0100833856","0.07868928"
"AT2G25940","AEP1|ALPHA-VPE|ALPHAVPE","-0.5996379891","0.0100943856","0.0786984777"
"AT5G07460","ATMSRA2|PMSR2","-0.5721215504","0.0101028543","0.07870534"
"AT1G01820","PEX11C","-0.2881770216","0.0101265378","0.0787935491"
"AT2G32765","ATSUMO5|SUM5|SUMO5","0.4454769302","0.0101545594","0.0789625465"
"AT1G55325","GCT|MAB2|MED13","0.2174425395","0.010163788","0.078962909"
"AT5G60540","ATPDX2|EMB2407|PDX2","-0.2175667385","0.0102433983","0.0793026338"
"AT1G12370","PHR1|UVR2","0.8031809524","0.0102614074","0.0793668942"
"AT4G04695","CPK31","-0.3606362965","0.0102955135","0.079525902"
"AT1G17420","ATLOX3|LOX3","1.2978069106","0.0104342584","0.0802891334"
"AT2G27050","AtEIL1|EIL1","-0.2250522393","0.0104434647","0.080306904"
"AT4G17750","ATHSF1|ATHSFA1A|HSF1|HSFA1A","-0.3139908384","0.0104512968","0.0803156012"
"AT3G12990","RRP45a","0.1978210079","0.0105242752","0.0807078871"
"AT1G22920","AJH1|CSN5A","0.198506514","0.0105740118","0.0810222459"
"AT1G18970","GLP4","-0.8871751784","0.0106362659","0.0813691895"
"AT1G54140","TAF9|TAFII21","-0.1952550127","0.0107312632","0.081850359"
"AT4G00240","PLDBETA2","-0.3779340545","0.0107677479","0.0820550019"
"AT2G40540","ATKT2|ATKUP2|KT2|KUP2|SHY3|TRK2","0.2802873821","0.0108670708","0.0826390012"
"AT2G22240","ATIPS2|ATMIPS2|MIPS2","0.5077954678","0.0110011407","0.0833602036"
"AT4G30430","TET9","-0.5333197211","0.0110901814","0.0838107423"
"AT5G64560","ATMGT9|MGT9|MRS2-2","0.2884257806","0.0111279324","0.0840462147"
"AT3G05210","ERCC1|UVR7","-0.2600758495","0.0113470546","0.0852717942"
"AT3G18690","MKS1","-0.4610552526","0.0113631002","0.085334173"
"AT3G49860","ARLA1B|ATARLA1B","-0.4173315613","0.0114292413","0.0856621971"
"AT4G23660","AtPPT1|HRL1|PPT1","0.2300809099","0.0114600883","0.0858681553"
"AT3G24520","AT-HSFC1|HSFC1","0.4870716768","0.0114775619","0.0859738169"
"AT1G14520","MIOX1","-0.9072968422","0.0115841729","0.0866705517"
"AT5G44200","ATCBP20|CBP20","0.1831120724","0.0116961918","0.0872781677"
"AT2G20190","ATCLASP|CLASP","0.1925290532","0.0118678881","0.0883783326"
"AT3G09230","AtMYB1|MYB1|SRM1","-0.2163907682","0.0119726248","0.0889504627"
"AT5G47630","mtACP3","0.3151328374","0.0120407707","0.0892399103"
"AT2G31530","EMB2289|SCY2","0.2245147171","0.012043083","0.0892399103"
"AT5G57160","ATLIG4|LIG4","0.2341391944","0.0120746228","0.0894332564"
"AT3G06860","ATMFP2|MFP2","-0.202016652","0.012090782","0.0894686997"
"AT5G01490","ATCAX4|CAX4","-0.6213375574","0.0122168019","0.0901342635"
"AT3G21110","ATPURC|PUR7|PURC","0.2654467107","0.0124071388","0.0911167124"
"AT1G70070","115J-4A|EMB25|ISE2|PDE317","0.3706015636","0.0124289852","0.0911721133"
"AT4G27060","CN|SPR2|TOR1","0.2308791299","0.0125688749","0.0920167702"
"AT5G49940","ATCNFU2|NFU2","0.1425774435","0.0126353337","0.0923933862"
"AT4G31710","ATGLR2.4|GLR2.4","-1.3039465977","0.0126432374","0.0924246755"
"AT4G31590","ATCSLC05|ATCSLC5|CSLC05|CSLC5","0.3194650826","0.0126508194","0.0924535953"
"AT4G21120","AAT1|AtCAT1|CAT1","-0.7578142669","0.0127211203","0.0927016651"
"AT3G28740","CYP81D11","-0.5679825439","0.0127762889","0.0929973779"
"AT5G13990","ATEXO70C2|EXO70C2","-0.5639904964","0.0128271455","0.0932079097"
"AT2G32540","ATCSLB04|ATCSLB4|CSLB04","1.5516116714","0.0128348047","0.0932369945"
"AT5G60600","CLB4|CSB3|GCPE|HDS|ISPG","0.279753558","0.0128877509","0.093503713"
"AT3G63250","ATHMT-2|HMT-2|HMT2","0.144333318","0.012938632","0.0936709932"
"AT4G09320","ATNDK1|NDK1|NDPK1","0.2514159446","0.0129768372","0.0938144015"
"AT5G58910","LAC16","1.431907308","0.0130117151","0.0940060156"
"AT3G60500","CER7|G3","0.2143951839","0.0131158379","0.0945512116"
"AT1G71880","ATSUC1|SUC1","0.4991805","0.0132604385","0.0953374881"
"AT1G06220","CLO|GFA1|MEE5","0.2436730561","0.0132657044","0.0953374881"
"AT5G53120","ATSPDS3|SPDS3|SPMS","0.2938210362","0.013273642","0.0953581142"
"AT2G29120","ATGLR2.7|GLR2.7","0.8810001148","0.0133225576","0.0955309898"
"AT1G69920","ATGSTU12|GSTU12","-1.0470574994","0.0135461876","0.0966948339"
"AT3G22310","ATRH9|PMH1","0.3209341208","0.0135554547","0.0966948339"
"AT3G04530","ATPPCK2|PEPCK2|PPCK2","-0.6661075597","0.0136473543","0.0972555168"
"AT4G01250","AtWRKY22|WRKY22","-0.5435399712","0.0137458437","0.0977116035"
"AT5G57900","SKIP1","-0.3214759841","0.0137610874","0.0977654515"
"AT2G44790","UCC2","-0.4250673531","0.0137947062","0.0978951905"
"AT4G11420","ATEIF3A-1|ATTIF3A1|EIF3A|EIF3A-1|TIF3A1","0.2109130823","0.0138121918","0.0979380955"
"AT1G65730","YSL7","-0.4576644334","0.0138584609","0.0981563992"
"AT1G17750","AtPEPR2|PEPR2","0.515333064","0.0138653598","0.0981779905"
"AT2G01910","ATMAP65-6|MAP65-6","0.2722942224","0.0139866438","0.098817247"
"AT4G18600","ATSCAR-LIKE|SCARL|WAVE5","0.216038781","0.0141020153","0.099334241"
"AT2G18160","ATBZIP2|bZIP2|FTM3|GBF5","0.2667449057","0.0142244489","0.1000537924"
